Local file inclusion vulnerability,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp,target,,[1449],|An arbitrary local file read vulnerability was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp", using HTTP method GET. The sent data was: "...target=Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemov..." The modified parameter was "target". This vulnerability was found in the request with id 1449.|
Local file inclusion vulnerability,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case40-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=../../../../../../../../../../../../../../../etc/passwd,target,,[1527],|Local File Inclusion was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case40-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp", using HTTP method GET. The sent data was: "...target=../../../../../../../../../../../../../../../etc/passwd..." The modified parameter was "target". This vulnerability was found in the request with id 1527.|
Local file inclusion vulnerability,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case03-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultRelativeInput-AnyPathReq-Read.jsp?target=../../../../../../../../../../../../../../../etc/passwd,target,,[1619],|Local File Inclusion was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case03-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultRelativeInput-AnyPathReq-Read.jsp", using HTTP method GET. The sent data was: "...target=../../../../../../../../../../../../../../../etc/passwd..." The modified parameter was "target". This vulnerability was found in the request with id 1619.|
File read error,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case16-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-SlashPathReq-Read.jsp?target=/etc/passwd,target,,[1436],|A file read error was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case16-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-SlashPathReq-Read.jsp", using HTTP method GET. The sent data was: "target=%2Fetc%2Fpasswd%00.html" The modified parameter was "target". This information was found in the request with id 1436.|
Local file inclusion vulnerability,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp,target,,[1449],|An arbitrary local file read vulnerability was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemoval-OSPath-DefaultFullInput-NoPathReq-Read.jsp", using HTTP method GET. The sent data was: "...target=Case56-LFI-FileClass-FilenameContext-WindowsTraversalRemov..." The modified parameter was "target". This vulnerability was found in the request with id 1449.|
File read error,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case02-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-AnyPathReq-Read.jsp?target=../../../../../../../../../../../../../../../etc/passwd,target,,[1475],|A file read error was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case02-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-AnyPathReq-Read.jsp", using HTTP method GET. The sent data was: "...target=../../../../../../../../../../../../../../../etc/passwd..." The modified parameter was "target". This information was found in the request with id 1475.|
File read error,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case41-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=Case41-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp,target,,[1492],|A file read error was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case41-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp", using HTTP method GET. The sent data was: "...target=Case41-LFI-FileClass-FilenameContext-UnixTraversalValidati..." The modified parameter was "target". This information was found in the request with id 1492.|
Local file inclusion vulnerability,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case40-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=../../../../../../../../../../../../../../../etc/passwd,target,,[1527],|Local File Inclusion was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case40-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp", using HTTP method GET. The sent data was: "...target=../../../../../../../../../../../../../../../etc/passwd..." The modified parameter was "target". This vulnerability was found in the request with id 1527.|
File read error,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case10-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-NoPathReq-Read.jsp?target=../../../../../../../../../../../../../../../etc/passwd,target,,[1573],|A file read error was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case10-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-NoPathReq-Read.jsp", using HTTP method GET. The sent data was: "...target=../../../../../../../../../../../../../../../etc/passwd..h..." The modified parameter was "target". This information was found in the request with id 1573.|
File read error,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case18-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-SlashPathReq-Read.jsp?target=../../../../../../../../../../../../../../../etc/passwd,target,,[1590],|A file read error was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case18-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-SlashPathReq-Read.jsp", using HTTP method GET. The sent data was: "...target=../../../../../../../../../../../../../../../etc/passwd..h..." The modified parameter was "target". This information was found in the request with id 1590.|
File read error,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case14-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-NoPathReq-Read.jsp?target=/etc/passwd,target,,[1558],|A file read error was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case14-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-NoPathReq-Read.jsp", using HTTP method GET. The sent data was: "target=%2Fetc%2Fpasswd%00.html" The modified parameter was "target". This information was found in the request with id 1558.|
Local file inclusion vulnerability,GET,http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case03-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultRelativeInput-AnyPathReq-Read.jsp?target=../../../../../../../../../../../../../../../etc/passwd,target,,[1619],|Local File Inclusion was found at: "http://192.168.1.1:8080/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case03-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultRelativeInput-AnyPathReq-Read.jsp", using HTTP method GET. The sent data was: "...target=../../../../../../../../../../../../../../../etc/passwd..." The modified parameter was "target". This vulnerability was found in the request with id 1619.|
